Name;Start Oscillation;
File;C:\Users\kimro\Documents\Bachelor\data\OscillationsDownwards\100bar_10signal_PF_26.03.26.csv;
Starttime of export;134189958963510000;torsdag 26. mars 2026;11:51:36.351
Endtime of export;134189959205499999;torsdag 26. mars 2026;11:52:00.549


fFlow;fPa;fPaFiltered;fPaLower;fPaLowerFiltered;fPb;fPbFiltered;fPistonPosition;fPs;fPsFiltered;fU;fUpfb;fPxGrad;fUpfbGrad;fPx;fU_TestValue;fTimer

0;64,406262398144477;65,262634130705379;0,13428144169438766;0,12628159206634623;0,097659230323191015;0,11279353797084185;0,30034063180545739;99,697866756187622;100,98849580568415;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,499
0;64,418469801934876;65,262362410043167;0,13428144169438766;0,12631136001353588;0,097659230323191015;0,11275023500865608;0,30034063180545739;99,771111178930028;100,9881836767007;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,5
0;64,455092013306071;65,262129826340711;0,12207403790398877;0,12634103568008923;0,10986663411358989;0,11270706628565309;0,30034063180545739;99,771111178930028;100,98810228307123;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,501
0;64,455092013306071;65,2620128475248;0,12207403790398877;0,12633232472638575;0,10986663411358989;0,1127023260113819;0,30034063180545739;99,710074159978021;100,98802114176202;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,502
0;64,406262398144477;65,261896231343215;0,12207403790398877;0,12632364077663877;0,10986663411358989;0,11269760043196093;0,30034063180545739;99,722281563768419;100,98774877886241;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,503
0;64,406262398144477;65,261626798169033;0,12207403790398877;0,12631498374713598;0,10986663411358989;0,11269288950183619;0,30034063180545739;99,722281563768419;100,98751555491347;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,504
0;64,406262398144477;65,2613582002377;0,12207403790398877;0,12630635355442468;0,10986663411358989;0,11268819317559482;0,30037282460424392;99,783318582720426;100,98728305395878;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,505
0;64,418469801934876;65,261090434959939;0,12207403790398877;0,12629775011531078;0,10986663411358989;0,1126835114079648;0,30037282460424392;99,722281563768419;100,98724274688551;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,506
0;64,406262398144477;65,260861794380233;0,12207403790398877;0,1262891733468581;0,097659230323191015;0,11267884415381442;0,30037282460424392;99,710074159978021;100,98701109163571;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,507
0;64,418469801934876;65,260595567960635;0,12207403790398877;0,12628062316638763;0,10986663411358989;0,11263589674246144;0,30037282460424392;99,783318582720426;100,98674185989151;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,508
0;64,418469801934876;65,260368461468616;0,12207403790398877;0,12627209949147664;0,10986663411358989;0,11263137709377413;0,30040501634789074;99,783318582720426;100,98670323051984;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,509
0;64,418469801934876;65,260142059006725;0,12207403790398877;0,12626360223995786;0,097659230323191015;0,11262687145599774;0,30040501634789074;99,807733390301223;100,98666472089923;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,51
0;64,406262398144477;65,259916358392474;0,12207403790398877;0,12625513132991881;0,097659230323191015;0,112584085160008;0,30040501634789074;99,783318582720426;100,98670291990982;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,511
0;64,418469801934876;65,259653062824441;0,13428144169438766;0,12624668667970085;0,097659230323191015;0,11254143150153582;0,30040501634789074;99,795525986510825;100,98666441125209;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,512
0;64,418469801934876;65,259428878098362;0,13428144169438766;0,1262765628335891;0,10986663411358989;0,11249891006940491;0,30040501634789074;99,83214819788202;100,9866643165969;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,513
0;64,418469801934876;65,259205388344924;0,13428144169438766;0,12630634637140026;0,10986663411358989;0,11249481507940406;0,30040501634789074;99,83214819788202;100,98677910611221;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,514
0;64,442884609515673;65,258982591409719;0,12207403790398877;0,12633603758024423;0,097659230323191015;0,11249073278387225;0,30040501634789074;99,795525986510825;100,98689353978001;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,515
0;64,455092013306071;65,2588370743964;0,12207403790398877;0,12632734212065028;0,097659230323191015;0,1124483685177661;0,30040501634789074;99,722281563768419;100,98689273482638;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,516
0;64,455092013306071;65,25873030311152;0,12207403790398877;0,12631867361698107;0,10986663411358989;0,11240613558088486;0,30040501634789074;99,783318582720426;100,98666216461396;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,517
0;64,46729941709647;65,258623862817615;0,12207403790398877;0,12631003198567323;0,10986663411358989;0,11240232819179843;0,30040501634789074;99,83214819788202;100,98662378229766;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,518
0;64,46729941709647;65,258556047114311;0,12207403790398877;0,12630141714342247;0,10986663411358989;0,11239853260561819;0,30040501634789074;99,83214819788202;100,98673869746928;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,519
0;64,442884609515673;65,258488441639685;0,12207403790398877;0,12629282900718264;0,10986663411358989;0,1123947487857551;0,30040501634789074;99,771111178930028;100,98685325640388;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,52
0;64,442884609515673;65,258344456490661;0,12207403790398877;0,12628426749416516;0,10986663411358989;0,11239097669573359;0,30040501634789074;99,771111178930028;100,98677598707732;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,521
0;64,418469801934876;65,258200917695575;0,12207403790398877;0,12627573252183805;0,097659230323191015;0,11238721629919113;0,30040501634789074;99,844355601672419;100,98669895728568;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,522
0;64,442884609515673;65,2579812346194;0,12207403790398877;0,12626722400792514;0,097659230323191015;0,11234517293418747;0,30040501634789074;99,83214819788202;100,98685193404054;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,523
0;64,442884609515673;65,257838821812129;0,12207403790398877;0,12625874187040539;0,097659230323191015;0,11230325990361532;0,30040501634789074;99,83214819788202;100,98696614194178;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,524
0;64,442884609515673;65,257696850484564;0,12207403790398877;0,12625028602751193;0,097659230323191015;0,11226147680343797;0,30037282460424392;99,795525986510825;100,98707999579852;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,525
0;64,46729941709647;65,2575553192681;0,12207403790398877;0,12624185639773144;0,097659230323191015;0,11221982323087115;0,30037282460424392;99,856563005462817;100,98707861283124;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,526
0;64,455092013306071;65,25749081604981;0,12207403790398877;0,12623345289980328;0,10986663411358989;0,11217829878437928;0,30037282460424392;99,856563005462817;100,98726870727958;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,527
0;64,442884609515673;65,2573882181658;0,12207403790398877;0,12622507545271872;0,10986663411358989;0,11217519768936204;0,30037282460424392;99,795525986510825;100,98745821243516;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,528
0;64,442884609515673;65,257247643709533;0,12207403790398877;0,12621672397572006;0,10986663411358989;0,11217210620773933;0,30037282460424392;99,795525986510825;100,98745565699629;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,529
0;64,46729941709647;65,257107505034085;0,10986663411358989;0,12620839838830014;0,10986663411358989;0,11216902430970965;0,30037282460424392;99,783318582720426;100,98745310947929;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,53
0;64,455092013306071;65,257044390039908;0,12207403790398877;0,12616180398451074;0,10986663411358989;0,11216595196556386;0,30037282460424392;99,807733390301223;100,98741227523391;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,531
0;64,418469801934876;65,256943176076533;0,10986663411358989;0,12615364864906356;0,12207403790398877;0,11216288914568495;0,30037282460424392;99,807733390301223;100,98744815682605;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,532
0;64,418469801934876;65,256727391999362;0,12207403790398877;0,12610722396946578;0,10986663411358989;0,11219813044623814;0,30037282460424392;99,783318582720426;100,98748392718527;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,533
0;64,418469801934876;65,256512276852845;0,12207403790398877;0,12609923783206523;0,10986663411358989;0,11219496787306912;0,30037282460424392;99,783318582720426;100,987442997405;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,534
0;64,418469801934876;65,256297828563262;0,12207403790398877;0,12609127645169063;0,12207403790398877;0,11219181510387694;0,30037282460424392;99,844355601672419;100,98740219450704;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,535
0;64,406262398144477;65,256084045063389;0,12207403790398877;0,12608333975159522;0,12207403790398877;0,11222696673395971;0,30037282460424392;99,893185216834013;100,98755299122651;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,536
0;64,418469801934876;65,255832629666671;0,12207403790398877;0,12607542765527008;0,12207403790398877;0,11226200939398924;0,30037282460424392;99,868770409253216;100,98785649897891;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,537
0;64,418469801934876;65,255620288283382;0,12207403790398877;0,12606754008644355;0,10986663411358989;0,11229694342177267;0,30037282460424392;99,83214819788202;100,98808247660591;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,538
0;64,418469801934876;65,255408605158379;0,12207403790398877;0,12605967696908038;0,10986663411358989;0,1122934745283795;0,30037282460424392;99,83214819788202;100,9881928698252;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,539
0;64,442884609515673;65,255197578251057;0,12207403790398877;0,12605183822738103;0,10986663411358989;0,11229001638855583;0,30037282460424392;99,880977813043614;100,98830292082549;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,54
0;64,442884609515673;65,255063794778522;0,12207403790398877;0,12604402378578095;0,10986663411358989;0,11228656896896565;0,30037282460424392;99,868770409253216;100,98856580917045;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,541
0;64,455092013306071;65,254930426034761;0,13428144169438766;0,12603623356894983;0,10986663411358989;0,11228313223637619;0,30037282460424392;99,83214819788202;100,98878958793586;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,542
0;64,442884609515673;65,2548357653598;0,12207403790398877;0,12606676212748139;0,097659230323191015;0,11227970615765775;0,30037282460424392;99,83214819788202;100,98889778911;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,543
0;64,442884609515673;65,254703103507225;0,12207403790398877;0,126058901421791;0,097659230323191015;0,11223799607409285;0,30037282460424392;99,83214819788202;100,98900565486052;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,544
0;64,442884609515673;65,2545708529064;0,12207403790398877;0,12605106508428823;0,097659230323191015;0,112196415291787;0,30037282460424392;99,868770409253216;100,98911318622721;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,545
0;64,38184759056368;65,254439012282432;0,13428144169438766;0,12604325303943176;0,097659230323191015;0,11215496340990631;0,30037282460424392;99,807733390301223;100,98933526812374;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,546
0;64,38184759056368;65,254116107235959;0,12207403790398877;0,12607375983760483;0,097659230323191015;0,11211364002885944;0,30037282460424392;99,807733390301223;100,98936518843793;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,547
0;64,369640186773282;65,253794203195127;0,12207403790398877;0,12606587743901304;0,097659230323191015;0,11207244475029382;0,30037282460424392;99,856563005462817;100,98939501599915;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,548
0;64,369640186773282;65,253435002431132;0,12207403790398877;0,1260580194758569;0,097659230323191015;0,11203137717709175;0,30037282460424392;99,856563005462817;100,9895779295977;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,549
0;64,357432782982883;65,25307691518951;0,12207403790398877;0,12605018587238656;0,097659230323191015;0,1119904369133666;0,30037282460424392;99,868770409253216;100,98976027616408;0;-2,0791959299001951E-173;0;2,3102176998891055E-171;0;0,1;20,55
